Title,Review
Todd Phillips Masterpiece,"When you leave a film thinking, asking questions, feeling emotionally hours later. Then realize that the movie has done it's job.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Wow! Just Wow! This is one for the ages 100/10,"I was riveted the whole time. Guys, its worth your time and money to go see it. Only shocking thing was that there were many very small children in my screening. I thought the parents were either ignorant or irresponsible. Of course the kids were all bored & starting distracting patrons. Parents, please!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
A masterpiece.,"This movie is a masterpiece. I just saw it in the theater today and I will go see it again. This is an amazing origin story for Joker and his minions. It is also a commentary about how far left ideology (Antifa), the media terrorizing people with exaggeration and lies, cities run by corrupt people until they are filled with trash, rats, sickness, and homeless, and turning our back on the mentally ill can lead some people to total desperation and violence. It doesn't endorse violence, but I do think it explains how some people end up there. It should be a warning. Don't let negative news take your hope and make you apathetic. Choose kindness. Don't wait for corrupt leaders to fix cities they have let go to ruin - make the city better yourself (like Scott Presler)! After doing what you can for your community, make sure to expose the people who are corrupt and taking in millions, or billions of dollars and somehow never fixing the problems in the cities that they run. Last but not least, we do need to have a better support system for the severely mentally ill, and not the waste of money NY city is doing right now. We need to help the millions of severely mentally ill people currently on the streets, not just have ""feel good"" programs that may prevent more.God Bless America."
Great Film!,"Wow! Truly impressed, nothing more to say.To Slate, Associated Press, IndieWire, TIME, and all these idiots who call themselves ""film critics"" - GFK yourselves. No wonder ""journalism"" are on decline these days, it simply don't reflect people's true opinion anymore. If it not PC garbage, it's no good to them.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Joaquin Phoenix for the win!,"""I used to think my life was a tragedy, but now I realize..... it's a comedy""WOW. Now that's what I call an agent of chaos. Best actor goes to Joaquin Phoenix for his incredible intense mind blowing performance as Arthur Fleck, AKA Joker. This is the origin story to beat all origin stories. I was thoroughly entranced for 2 hours watching his painful transition from a beaten down sad sack to the famous insane maniacal narcissist we all know & love. I will have to see this on the big screen again soon, it was a brilliantly laid out psychological character study that gave me a lot to think about when it comes to the DC world of the caped crusader's nemesis I've always known. This story has a major shift to how I've perceived the crazed, hapless, clownfaced criminal, since I first saw him portrayed by Jack Nicholson in Tim Burton's 1989 Batman, & of course, fairly different than the outstanding portrayal by Heath in TDK. Arthur just keeps having one bad day after another, so I felt sorry for him in this story as I never had before.The score by Icelandic composer Hildur Guðnadóttir that was heavily powered by her dramatic cello was a perfect match to show how this story unfolds, & the classic Sinatra songs, ""Send in the Clowns"" & ""That's Life"" along with ""Jimmy Durante's ""Smile"" were a natural choice for the soundtrack as well as several old rock songs like Cream's ""White Room"", The Guess Who's ""Laughing"", The Doors ""People Are Strange"", Pink Floyd's ""Brain Damage"", & The Bee Gees ""I Started A Joke"" (just to name a few) went so well with the character development.If you're expecting a comic book super villain story similar to the previous versions of Joker on the big screen, you might be disappointed. However, go see this with an open mind & watch the goddamn genius that is Joaquin play Joker as he's never been played before & maybe you'll love it like I did."
Haunting and wonderful.,"This is not an easy watch, but it sure as Hell is a rewarding one.Phoenix hits it out of the park as Arthur Fletch and his descent into madness is a display like no other. The supporting cast are superb, the soundtrack is phenomenal, I really can't find a bad word to say about this film. It's a masterpiece.It's a slow burn, but that works really well for the tale the movie tells. When it does ramp up, it really ramps up, with the final act being a terrifying thrill ride.The feeling I got watching this film was reminiscent of watching Breaking Bad through for the first time. It was uncomfortable, but extraordinary, and I couldn't look away from start to finish.10/10, outstanding."
Brilliant,"Its a masterpiece and its been a long time that i haven't watch a performance like this for a comic book charter, phoenix is a legend3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Outstanding Movie,"Outstanding Movie with a brilliant story.
The character development throughout the movie Is great.
Movie of the year!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Holly Sh...!!,"It's an extremely bizarre movie, violent, different than anything else about heroes or that specific universe so...if that is what you are looking for, this movie is not for you... Besides that... Joaquin Phoenix acting is fantastic, it will give you chills, it will freak you out, will make you cry and will make you laugh... He Will be definitely the next winner at the Oscars...This is already a classic movie!!10/10Hooolllyyyy shiiiiii....!!!!!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
One of the best films I've ever seen,"This was honestly one of the best films I've ever seen. I have NEVER wrote a review about a movie before, but I absolutely had to for this. The acting was impeccable. To turn a bad guy into such a well liked character is such a hard thing to do. The twists and turns had me gasping in my seat. Absolutely must see!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Absolutely BREATHTAKING movie and role play by Joaquin Phoenix,"First of all, let me say that I cannot emphasize enough how mind blowing this movie is. I don't know how I am supposed to enjoy a movie after this, it just won't be as good.
But let's get into it. It has been a long time since I hadn't watched a DC movie in which the scenario and the role play took over the actions and the commercial frills. This movie is realistic. It reflects the reality of a society that we might live in someday in the near future. I was also iBut the real asset of this masterpiece is Joaquin Phoenix. I don't want to fall into unfair comparisons with Heath Ledger, for the latter has had the chance to have a whole movie centered on his character. However, I just cannot imagine a more genuine, breathtaking performance as Joaquin's. I was in total admiration on each of his scenes and Joker laughs. He nailed them all. Also, the evolution of his character all along makes each segment of the movie more intense and more mind blowing than the previous.
If you're not a comic fan, this movie can easily lead you to it. It gives you chills. It's an absolute masterpiece that's not ready to be topped.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Phenomenal,It was the best movie I have seen in 2019. Joaquin Phoenix absolutely crushed it. It is a wonderful piece of art. The musical score is also phenomenal and works with the movie really well. Phoenix's laugh was so on point it was terrifying at times. PLease do me a favor and by all means go out and watch it.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Masterpiece,"Truly a masterpiece! The whole film was really shocking, but I loved it.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Went for the 2nd time to watch,There is no word in English dictionary to describe Joaquin Phoenix acting . I never thought that anyone would be able to play joker better than heath ledger but Joaquin really astonished me. It's the best movie I have seen in years . It was intense dark and exhilarating one word : masterpiece. A must watch movie by everyone.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
A villain that you will emphasize with,"During my whole life, with no exaggeration, i never saw such a perfect movie like Joker. Every aspect in the movie is not only perfectly embedded, it's a masterpiece on its own. Acting, music, picture, storyline, dialog, all these aspects was perfectly merged to get us such an intense movie, where The main character feelings hit directly our hearts. Joker has raised the bar.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
One of the best movies of all time.,"This movie has to be one of my favorite movies of all time, it is disturbing, it makes you feel uneasy, Joaquin Phoenix deserves an Oscar for this performance.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterpiece!,"The hype is real , Once in alifetime experience 💕3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
This movie is not for everyone,"Joker is one of the best movies in history.Phoenix did an intense performance , probably his best after Ring of Fire. I was not surprised why the critics were giving it poor ratings. Because it is criticism which creates the jokers in our society.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
TRUE MASTERCLASS,"Joaquin Phoenix At his very best. I understand movie is perfect, cinematography, effects, sound and character but Joaquin proves that he is a god level actor!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Sick movie in a good way.,"First time writing a comment here but I just had to. The hype surrounding is real and well deserved. I won't comment story of the movie or effects, I'll just say that the acting of Joaquin Phoenix is top performance. His acting of sick crazy man a Joker is looks unbelievable real, you watch him and you feel uncomfortable how real it seems, in some moments you just feel sorry for the poor sick person and you want to look away from the screen. Joaquin did his best in becoming the Joker, he lived this role without a flaw.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterpiece,"Amazing portrayal for the Joker life story; one of his life story.Joker - if I am going to have a past I prefer it multiple choice.If you are a fan of the comic and the animated series and know the stray of Batman then you will enjoy and this movie.If you are not a fan of the comic you still get to indulge in the movie as it touches topics of social divide, isolation and mental health which all too prevalent in out society.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Best film of the year.,"JOAQUIN PHOENIX, GOOD LORD! What a performance! Best portrayal of the real Joker in my opinion. Movie does an awesome job in showing why Joker became a Joker and what lead to it. Every dialogue every scene for me is an instant classic. And it does not matter if it's going to have a sequel or not, since it is a wholesome movie by itself. Don't spend your time reading reviews just go and watch it.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Don't believe bad reviews,This movie is fantastic and Joaquin Phoenix is amazing. Every shot is beautiful and cinematic. Recommend watching on a big screen.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
A must watch,An instant classic. Such an intense and beautyfull film. Stop reading reviews and go watch it.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Glorious,"Captivating performance by JP, artistic movie that an an unconventional theme. Highly recommended!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Epic Masterpiece,Joaquin Phoenix deserve as many oscars as he can get for this amazingly wielded movie and character3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
A movie to tell the world what is going wrong with it.,"This is so far one of the best movies I've ever seen. It shows you the real world. The real emotions of people, and how strong they are even if you are not able to see that.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
DC's Dark Game Changer,"This film was everything I wanted it to be and more. DC should stop trying to do what Marvel has and capitalise on this realistic R-rated style and tone for their films. Not many people could pull off a convincing Joker for an entire film, and neither did Phoenix. This film is about Arthur's transformation, he doesn't fully become Joker until the very end of the film.
This is the story of a man's descent into madness done in the most realistic way possible, taking little inspiration from source material and focusing on what makes the character at his core so polarising.
Aside from the incredible acting, the cinematography, score and pacing of the film married perfectly with Phoenix's take. No screen time was wasted, everything that happened had a purpose or a meaning.
The inclusion of the Waynes in the story was a surprise but a welcome one.
Laying the groundwork for the upcoming Matt Reeves Batman film potentially.
I truly do hope we get to see Phoenix do Joker properly in a future film, but for now I hope this is the catalyst to start the DC Dark series with more films in this realistic R-rated style and tone made for adults and not kids."
Outstanding One in lifetime movie to watch,Didn't find any suitable words to describe what I feel after watching this classic cult movie ever3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Fantastico,I don't think anyone of us expected such an amazing movie and performance after all magnificent performances. My expectation was very low but the movie smashed me with that super character development and impossible performance.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Phenomenal,The movie was dark as expected. The last 30 mins were out of this world3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
IM DA JOKA BABY!,"From all of the kinos Joaquin Phoenix has been apart of, he can still give performances that secedes and compliments each role by unlocking the human experience. You're not supposed to feel empathy towards an autistic psychopath (incel), but Phoenix's adaptation of The Joker gives a nuanced perspective towards the cliched archetype. Critics who fear that this film will incite violence and inspiration towards the incel community are right. Had it been any other actor up for the role, they would have not touched the downtrodden so easily. 10/10 BNM3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
All hail Joaquin,The movie is superb. You can witness great acting great direction exceptional cinematography and awesome story writing. You cant blink your eyes for one second and some of the scenes are so beautifully managed.Lots of love for this movie and rooting Joaquin for oscar3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Masterpiece,"Outstanding performance of Joaquin Phoenix and amazing cinematography (pay attention to the details: colors, emotions, etc). The story was told in a way we can't predict what's next. With no cliches, I consider this movie a hell of a masterpiece.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
After age's,"Those type of dark movies comes after ages's. Comparison between Joaquin Phoenix and Heath Ledger was disgrace for their skills. Joaquin Phoenix was absolutely wonderful as Joker. And the best thing is that the movie didn't leave its plot. In short the movie is wonderfully created please go out and watch its just 10 on 10.
Thanks3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Method acting at it's best!,"It's going to take me a few more viewings to grasp this movie, which already tells me that it's a masterpiece.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterpiece!,Joaquin Phoenix best performance to date. This movie is genius. Must see.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Epic! Phoenix is now inmortal!,"The screenplay is by far the best of the movie, it was tailored to Phoenix, and he embraced as a real master. Even if you think expectations are going to affect your journey trough this movie, don't worry about it, is just better that you might ever think. A new cult movie has born and a legendary performance takes place, you can see how Joker borns a one of the best actors of its generation gives you the performance of his life.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Masterful.,Remarkable direction and excellent acting. We need more films similar to this.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
PERFECTION!,"This movie is a complete masterpiece of film making. Phoenix pulls off by far THE BEST Joker performance of all time. Ledger can't even come close to how good this is.
The cinematography and the music score were outstanding and nicely fit the performance that was delivered.Just pure perfection!!!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Phenomenal piece of cinematography,"This is a movie you hope it will never end. The man is struggling to stay in the reality, but failed. How the angle of camera, the music, the light and the acting from Phoenix drive you, a little, into madness. It's a pretty dark movie showing a man drive into sanity and you will love it. A pretty good movie. I will see it again soon.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Mind-blowing !,"I truly believe that this is more than acting , a great great film3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Best comic book film of all time.,"Not only is the Joker the best comic book adaptation on film I have ever seen, it is by far the best film of 2019 I've seen. The moments that gave me chills were the scene when Arthur is holding little Bruce's face and then when he is in the stairwell with his mother's medical chart and verifies everything Tom Wayne told me was true about his mother. Learning everything he thought he knew was a lie and the anger that grew within him that bought him to such disillusionment with his world it made him kill the one person he most loved in his world and turn him into the psychopathic killer. Her death killed Arthur Fleck and reincarnated him into the Joker. The twist with Sophie Dumond (Zazie Beetz ) was brilliant and totally unexpected.Wow. This film was like a Greek Tragedy play. This is the film I wish all other comic book movies were modeled after. Nothing is over the top, everything is plausible in this realistic world. No super powers or grandiose schemes. Arthur Fleck is just a regular man like the Waynes, but without the fortunes of the Waynes. Just a man who beleaguered with abuse, lies, manipulation and misfortune that snaps into the killer he becomes.I did not want the movie to end because I loved it so much. My bladder was at the point of bursting but I did not want to leave my seat and miss a thing. This is a titanium scribed A++. It is rare I think of any movie as a perfect 10 out of 10, but this movie hit that score. I was left thinking about this film hours after I left the theater. DC Black finally blew away everything Marvel had out of the water with this film. All thanks to a super talented film director and one of the best actors of our era Joaquin Phoenix. If the Oscars don't see it fit to grant him an award, then the Oscars have no redeeming value."
Absolute masterpiece.,"Well, where do I start. This movie is phenomenal and if Phoenix does not get an Oscar, I really do not know who should. I have seen numerous way worse Oscar winners and performance of this man was not only very good or convincing - it was hypnotic.However, I have a one huge advice for everyone willing to see this movie - DO NOT watch is as a superhero movie (do not try to compare him to previous Jokers, do not try to follow the lore, etc.). You will be disappointed. It is an utterly different genre and experience.Watch it from the point of view that every single one of us may be in Joker's place. We just need one bad (good) day. And only then this movie will reveal its brightest colors.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Joaquin deserves an Oscar! Better than Heath!,Beyond amazing and beyond words! Joaquin's portrayal as Joker is deserving and must have a Oscar! Touching on mental illness and depression really hits home! I have suffered from depression and I felt he understood and portrayed it beyond expectations! Tons of shocks and just overwhelming performance! Joaquin is the Joker!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Thats masterpiece,This movie a masterpiece of the year.i want to watch this movie one more3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Joker,Loved this film great script and acting abilities by all3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
An absolute masterpiece !,Again DC most iconic villain shines through an unbelievable performance of Joaquin Phoenix.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
People just dont know how to rate a MOVIE,"The way the film develops, transmitting what lives and passes the character in his life is excellent, the people who demands more detail just.. go and buy a comic book, we are talking about a movie, not a book, the film's production is excellent, the performance of Phoenix is impeccable, no doubt until today, the best joker in the history of cinema3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
The average movie watcher isn't ready for this...,"This movie is bonkers! Joaquin Phoenix is a shoe-in for best actor, and I would not be shocked one bit if it wins best picture.I hate to say it; this is not the film for the average movie watcher. I know most of my extended family would be terrified and disgusted.I think the film industry needs daring films like this. In actuality, it shows a LOT of reality within our society.Strap in people and be blown away by this crazy ride!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
ART,"An extraordinary movie, the message is strong and we must all be kind to all people and respect them! An accumulation of extreme situations, which I can say may even be realistic and quite possible at that period of time, because there was not as much information as there is today, although there is a lot of bullying these days and can sometimes be an unfortunate cause of some dramatic situations that happen, but as a fictional movie (that's what it is), I think overall the movie is almost perfect! I don't know if will be considered for Best Picture due to the hypocrisy that exists in the United States, but Phoenix deserves to win any awards that appear, it is the best role of his career! From the beginning to the end of the movie it's a brutal character transformation and he drove it to the limit to embody a Fiction character who was always been an psychopath and let's say he already deserves it for a long time! And a casting that fits the story very well, although they rarely appear, are crucial to the development of this character. I'm sorry it's just this movie made by Todd Phillips and Phoenix ... But I have a little hope that Phoenix will be able to reconsider returning to the role in Matt Reeves's batman movie, as a older joker, if not I think Dc (Dc Black) could advance with more mature movies like this one! 9.5"
Pure cinematic bliss,"Now THIS is a comic book movie worthy of oscar attention. There's a lot going on here. We see the inside of a troubled man as he goes through the transformation of turning into DC's finest villain. Todd Philips and Joaquin Phoenix have created an emotional, brutal and almost painful film to watch (in a good way). The film follows Arthur Fleck's character throughout the entire run-time and the audience is pulled into this sad man's life as everything just seems to be tumbling around him. The way people treat him and the way his behavior unintentionally makes others uncomfortable is tough to watch but it is a brutal reminder of the hardships faced by people like him. Watching him turn into this downward spiral into the villainous Joker is entertaining, rewarding and disturbing. The film is about the evolution of this broken down man trying to find a place in society and then taking another path instead. This is a tragic tale done excellently. The cinematography and score is stunning, the directing is extremely good as well. The use of songs in the film are very well done. Every character really sells their role in the film, from the bullies, to the ones that try to help, to the extras in the talk show. Everyone brings their A-game into this film and nothing feels out of place. Joker is destined to be a cult classic and it's a hopeful change in direction for comic based films. This is a movie that will be remembered for a long time."
Oscar number 2 for Joker.,"Has there ever been a character portrayed that has led to 2 people winning an oscar for? This is potentially the first for that, Phoenix is remarkable.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
"Absouletly uncomfortable,intense and intriguing! A TRUE MASTERPIECE","So this is my first ever review on here and i had to do this!This movie is unreal, no movie ever has made me feel.this way from the awkward eerie feeling to the intensity and epicness! This is a movie that touches on issues i think people should be aware of! Joaquin Phoenix's version of the joker is incomparable, you cannot compare him to heath ledger, they are just as great in there own right! I could say this is the best movie i have ever seen ourely for the fact on what you will feel watching this, Joaquin will deffinetly win an oscar mark my words.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
"Brilliance That'll Send Chills, and clowns","One of the most anticipated films of the year, and one of the most unwanted, at first. Following Jack Nicholson, Jared Leto, and (the best) Health Ledger, was not easy but they got another renowned actor, Joaquin Phoenix, to play his take on the notorious villain. On top of the actor, the direction was up in the air and the choice of giving the reins over to Hangover director Todd Phillips was more worrisome. However, knowing Phoenix takes choosing his roles very seriously-only picking up the good ones-made having confidence in Phillips easier. Having a director suddenly switch genres and go in a totally different direction has been seen before and with Phillips, we get the surprise, and laugh, that we wanted.
Joker delivers exactly what you'd expect and want and then gives you more than you ever could have imagined. This film pushes the boundaries, it gives the gritty realism of the world's cruel moments their spotlight. It may receive backlash for it's brutally honest portrayals, it has already even before it was released. Though, it will definitely leave you thinking about it's many messages as you sit and watch the credits roll with Sinatra's perfectly themed song.
The controversies are created by the stirring up of the thoughts in the audiences' minds after witnessing Arthur Fleck's character development. This buzz does good in making this film more popular but more importantly gets the public to think more about the lessons to be learned about how to treat others. Sure, the main takeaways can easily be focused on the violence depicted and how striking it is, but it's the journey leading up to the acts that should be pondered on more. It's this very character arc that makes this movie so powerful and moving. It's brutal but it's real, that's what hits home the most.
Phoenix's performance is lived-up to and yes, Oscar-worthy. He clearly has taken preparation for the role seriously since he's lost over 50 pounds and nailed the sinister, contagious laugh, making his own twist on it by making it a condition of an uncontrollable laughter that Fleck has. You are glued to every scene he is in, waiting to see what unpredictable thing he'll do next, which is exactly who the Joker is at his core. Chaos.
There's also beautiful cinematography that complements with the subtle, yet terrifying, score. The clear and present Scorsese influence and nods-to are seen and invited, Robert freakin' De Niro is in this, come on people. Phillips also really brings us into this grimy urban 80's setting of Gotham perfectly. The cold harsh streets littered with trash and the poverty-stricken rundown housing.
Since there has been so much worrisome talk about this film, before it even was released to the world, you have to get the hint that it is not one to miss. However, when you do see it, go in as open-minded as possible or just go with premeditated ideas, the Joker is sure to rattle you anyways by the end of it. Either way, the messages and thought-provoking questions that this film instills into the audience is what truly sets this film apart. It's a masterful work of original filmmaking and we get to witness it, so please, sit back and just smile.
-TE (10.3.19)"
Masterpiece,"The acting, score, direction are in beast mode.. Its a Instant classic movie.. the movie is getting biased from Jealousy.. It will be remembered as one of the best film or cbm of all time.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Darker than what you ever thought it would be,"Holy origin story Batman! Went to the premier of this movie and walked out of the movie theatre in complete shock and awe. Joaquin Phoenix was amazing in the role. Don't want to give away spoilers, but this movie draws you in as you watch the life of Arthur fleck crumble before your own eyes. This version of the joker pays homage to the predecessors in its own way. I really do think heath would have been floored by the performance. While some things in the movie were a bit ""cliche"" I think the writing did an amazing job of tying everything together and left us wanting more in the end. Lives up to the hype and then some!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Visceral tension throughout,"A jaw dropping masterpiece of filmmaking. I kept waiting for it to get violent as the media hyped this to be something that would trigger would-be psychopaths. And though it had a few intense scenes, what made Joker a film that put me on the edge of my seat and caused me to forget to breathe was those moments when Arthur Fleck was so alone with his thoughts and fantasies; that he allowed himself to dive headlong into, making the audience question of what they were seeing was really happening to the character. I often found myself empathizing with the pain Phoenix placed inside of the character. And I could almost never anticipate what he was going to do next. That is what made me afraid, for two hours, to draw my next breath.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Impressed to say the least,"Having just finished watching, I am stunned to say the least.
Jaquines' portrayal of a sociopathic, mentally unstable man's transformation
to the iconic Joker was non other than a grippingly accurate, realistic and touching rendition.
As unfortunate event after unfortunate event baraded the Joker leading to circumstantial wrong-doings, I truly felt for the character, while also being aware that his actions were wrong.
Amidst the action packed superhero movies presented today (and as much as I do enjoy those as well) this movie is truly in a league of it's own.
Joker takes the lore and characters we have grown to love and revere as immeasurable beings, and throws it in your face as an all too real, true to life possibility.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
I am awestruck!!!,"Oh man, my jaw is on the floor back at the theater! As many great movies as there have been this year, this one takes the cake for me! Besides being a fantastic character study of The Joker, this is such an important social commentary that I think should bring up some much needed conversations. Joaquin Phoenix is a god and this is right up there with his best work in The Master, You Were Never Really Here, Her, Two Lovers, Inherent Vice and more. Todd Phillips deserves so much praise for bringing this beautifully twisted portrait to life. Everything from the cinematography to the score to screenplay was just perfect. I'm still gathering my thoughts and have soooo many. I think this is a film people are gonna be and should be talking about for a while. I am awestruck and gotta go see it again as soon as possible!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
What makes the perfect villain?,"Heath Ledger showed us that a truly terrifying antagonist can't be reasoned with. Joaquin Phoenix now shows us how anyone can even reach such a point. Joker is a character study of the clinically insane and wildly unfortunate comedian/clown looking for a break in Gotham.The film's primary strength is the first-rate performance by Joaquin Phoenix, but it is further bolstered by a number of interesting creative choices and sound fundamentals. Sound is putting it modestly. The prodigious score by Hildur Guðnadóttir marches the plot forward as cinematographer Lawrence Sher always seems to find the perfect shot. This all comes together into a fantastic whirlwind of surprise and jaw-dropping disbelief as director Todd Phillips plays with audience and character perception like puppets on a string.Joker is relentless in its character building and storytelling. It is without a doubt, film of the year."
Brutal piece of art!,"Man, it blew my mind!As a Joker fan, I was eager to see Joaquim Phoenix's portrait of the Mad Clown. I was really excited, but the flick was beyond my expectations.It made me CRINGE, it made me CARE for the character. I felt for him many times, even knowing that the evil was there, lurking inside. It's a descent into madness, and it also makes us think about our place in a society. Are we paying enough attention? Are we caring enough for people who really need us?The Joker is a villain, of course, but he's also a victim. Or better: he's first the victim and THEN the (wicked) villain.The scene when he's ""turned"" into the psychotic and dangerous clown we all love to fear, is EPIC. The soundtrack, the score... DAMN, that was amazing!Phoenix delivers an IMPRESSIVE work and deserves all the recognition! What an actor, my friends, what an actor..."
Must see!,It's a work of art. Everything from the music choices to the acting to cinematography and story progression is absolutely astounding. It gives a massive amount of background in his life and what turned him into the beautiful mess he becomes. I'll definitely be wat Hing this again and again.3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Joker for the oscar,If you want to watch the very good movie go and watch the joker right now this master piece Didn't have green screen a lot i think in this movie Didn't use green screen ok why this movie it's so good? Because Joaquin Phoenix this actor acting joker so good and this movie Didn't have second prime actor with Joaquin Phoenix he is the play every thing in any scene in this movie we see the joker even in flash back and the related between joker and bross wayen it's so good that's it go and watch the joker3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Calling this movie perfect is a understatement!,"I've watched a lot of movies in my life and I have felt that there is always something that could have been done better, but this time I wouldn't even dare to change anything it's a truly masterpiece! I have to say it Joaquin Phoenix was so good that he's now in my opinion the best actor and joker that has ever lived. Now comes the sad part! The movie was like eating the best meal you will ever have, when the plate is empty you realize it's only downhill from here!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
Great moviee,"Best comic movie up to date ,amazing performance by jaouqin pheonix.really emotional3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
What a movie,Just brilliant and with great parallels to Christopher Nolan's Joker and Batman movies. Phoenix.... How can you be that good and actor?3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
"The best ""comic book"" movie!!!",Darker than dark knight!!! It beats endgame in the race for the best comic book of the year!!!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink
Joaquin Joker (Oscar) phoenix!,"Joker best movie of 2019!!!
Joaquin phoenix win the OSCAR!!!3 out of 5 found this helpful.Was this review helpful?Sign into vote.Permalink"
"Hard to watch, hard to look away.","By the time the roll credits started to show up, I was still not prepared to properly rate this movie. I would say it's one of the most overwhelming experience I've had in the cinema. After letting it simmer for a while, I'm definitely confident to say that it's one of the best movies this year thus far.The story of ""Joker"" shows us the downward spiral of Arthur Fleck, a down-on-his-luck comedian and a mentally unstable man with a disorder that prompts him to laugh uncontrollably at any situation that causes stress.That's enough of a plot description, because what you are about to see is a harrowing journey that at some point will make you so uncomfortable you almost can't bear it. Not saying that it went too far, violence-wise, but it's almost too depressing to be entertaining.Joaquin Phoenix embodies the character so well and convincing that you can't help but be in awe of what he has achieved here. It's almost a one-man show, to be honest. The side characters are sidelined (pun intended) just so we could witness his transformation from this meek, nice guy to the titular Joker. Still, Robert DeNiro as the talk show host also served as a highlight.I'd also say that I was never bored throughout the 2-hour runtime, given the grim and oppressive nature of the story. The slow-burn pacing is top notch and contrasted with some gruesome violence. Yes, it has visual cues from Scorcese classics (the aforementioned ""Taxi Driver"" is one of them) but there's nothing to distract me as unoriginal or something of a copy and paste. Some developments are really surprising and managed to bring some intrigue that will bring viewers to question what's really true or not, most importantly how it ties with a particular character (you could guess who it is).I gotta say that this has the best third act any movie could offer. My jaw dropped right at the climax for how audacious and sharp the way things were handled in it. There are powerful messages on how society works and how we should treat people with mental illness, especially to people like Arthur in this day and age that will resonate with me long after I watched it.Overall, I do think it has a staying power to be an essential movie or a classic outside the comic-book genre. Despite the controversy and the polarizing reviews, I'd recommend seeing it for how it pushes the boundary in commercial and mainstream filmmaking."
